account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0817,Ionic Logic Hub,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,NA,1516,141,18,1,0.583,75,78,93473.9,Strategic planning session with CFO. They see us as core infrastructure for engineering going forward.,139950.32
ACC-0818,Flux Code AI,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Enterprise,APAC,41201,152,72,0,0.0,838,1493,1628946.32,Director of Engineering mentioned board-level visibility for our product. Planning expansion into marketing.,2288866.86
ACC-0819,Zeta Forge Works,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,SMB,EMEA,64,162,,1,0.129,26,37,8452.2,No escalations this quarter. CMO mentioned the team is comfortable with current functionality.,8452.2
ACC-0820,Kova Reel Networks,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,LATAM,187,110,30,0,0.56,14,17,9605.31,Expansion conversation initiated by Head of Operations. They want dashboard module access for the entire operations org.,11581.05
ACC-0821,Onyx Cyber Ventures,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,NA,577,83,82,10,0.308,11,37,56102.44,Annual review meeting. The account values dashboard module but isn't looking to grow usage right now.,56102.44
ACC-0822,Zeta Mold Group,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Mid-Market,NA,1120,70,46,8,0.543,12,27,20315.68,Annual review meeting. The account values automation engine but isn't looking to grow usage right now.,20315.68
ACC-0823,Apex Pixel Platform,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,Enterprise,EMEA,16519,112,34,2,0.46,1256,1869,1409740.04,Exciting call with Head of Operations. They want to roll out to operations — requesting 280 additional seats.,1679898.49
ACC-0824,Alpha Works Solutions,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,SMB,NA,11,92,121,9,0.136,12,30,8139.84,Account raised concerns about ROI. They've seen limited adoption across sales and may not renew.,0.0
ACC-0825,Sync Iron Inc,Builds custom packaging machinery for food and beverage production lines.,Manufacturing,Mid-Market,NA,554,154,55,8,0.077,43,122,91326.06,Account raised concerns about ROI. They've seen limited adoption across operations and may not renew.,11572.43
ACC-0826,Mira Digital Partners,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,SMB,LATAM,171,249,6,2,0.43,24,34,12844.68,Upsell discussion went very well. VP of Sales has internal buy-in and wants to fast-track 11 new seats.,17601.28
ACC-0827,Zeta Alloy Solutions,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Mid-Market,NA,1523,56,105,12,0.0,22,102,47655.76,Contract review meeting was cancelled twice. COO is reportedly exploring lighter-weight alternatives.,0.0
ACC-0828,Lynx Story Networks,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,NA,216,104,24,3,0.372,145,145,98478.48,"Client is consolidating on our platform, replacing Outreach. Expected to add 28+ seats.",140863.51
ACC-0829,Vivid Stream Networks,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,EMEA,911,41,29,6,0.283,69,96,51376.42,Executive sponsor COO is championing a company-wide expansion. Budget already approved for 57 new seats.,71943.79
ACC-0830,Helix Cyber IO,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Enterprise,EMEA,39673,264,77,0,0.274,463,913,908533.54,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,908533.54
ACC-0831,Quant Pharma Corp,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,EMEA,52,198,87,13,0.0,13,49,14722.01,Client expressed frustration with onboarding delays. Mentioned evaluating HubSpot as a potential replacement.,0.0
ACC-0832,Nexus Care Systems,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Mid-Market,NA,1264,88,49,3,0.312,51,84,49720.19,Strategic planning session with COO. They see us as core infrastructure for HR going forward.,61422.88
ACC-0833,Vertex Brand Group,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,APAC,1987,129,163,7,0.143,53,97,22936.98,Client expressed frustration with onboarding delays. Mentioned evaluating Salesforce as a potential replacement.,0.0
ACC-0834,Flux Thera Works,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,NA,194,204,0,0,0.741,16,28,16604.86,Multi-year deal discussion initiated by VP of Sales. They want to lock in rates for an expanded 5-seat contract.,23603.07
ACC-0835,Quant Study Solutions,Develops AI-powered tutoring assistants for STEM subjects.,Education,SMB,EMEA,127,260,47,7,0.385,21,34,5571.58,Check-in was positive but brief. HR team has embedded the tool in their workflow.,5571.58
ACC-0836,Orbit Scholar Platform,Develops AI-powered tutoring assistants for STEM subjects.,Education,SMB,APAC,26,168,45,3,0.216,15,37,14950.25,Product feedback session — they'd like improvements to API access but overall satisfied.,14950.25
ACC-0837,Core Study Networks,Develops adaptive learning software for K-12 school districts.,Education,Enterprise,LATAM,8236,95,101,2,0.045,227,598,1283461.85,Mid-quarter sync. Head of Operations is happy with support response times. No changes planned.,1283461.85
ACC-0838,Rune Bio Inc,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Mid-Market,NA,1606,197,56,6,0.247,53,129,87183.01,Mid-quarter sync. Head of Operations is happy with support response times. No changes planned.,87183.01
ACC-0839,Quant Cloud Analytics,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,EMEA,50,195,65,5,0.134,3,11,5507.09,"Check-in with Director of Engineering. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",5507.09
ACC-0840,Nexus Lens Analytics,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,NA,1164,185,28,1,0.384,79,107,23531.61,Cross-sell opportunity: Head of Operations wants API access for customer success. Initial ask is 98 seats.,32605.66
ACC-0841,Vertex Ledger AI,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,NA,7121,41,0,0,0.835,507,889,1597616.18,Account achieved measurable ROI — VP of Sales is using this to justify expansion to finance leadership.,2108472.45
ACC-0842,Titan Mill Analytics,Builds custom packaging machinery for food and beverage production lines.,Manufacturing,SMB,NA,125,200,108,7,0.458,5,11,10279.08,Renewal conversation went smoothly. CMO confirmed they plan to continue at the current level.,10279.08
ACC-0843,Prism Play Networks,Develops augmented reality content creation tools for marketing campaigns.,Media,Mid-Market,APAC,1936,34,56,7,0.156,87,198,60473.6,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,60473.6
ACC-0844,Rapid Cyber Works,Provides edge computing infrastructure for IoT device management.,Technology,Mid-Market,NA,959,248,71,7,0.0,41,109,64703.49,Renewal conversation went smoothly. CTO confirmed they plan to continue at the current level.,64703.49
ACC-0845,Kova Net Solutions,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,SMB,APAC,103,242,70,3,0.01,8,13,4648.95,"Support tickets are low. finance team uses it daily. Stable relationship, nothing urgent.",4648.95
ACC-0846,Prism Code Labs,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,SMB,NA,170,165,55,6,,15,35,9123.8,Solid account. marketing uses it consistently. CMO may revisit expansion in Q3.,9123.8
ACC-0847,Wynd Cure Solutions,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Mid-Market,LATAM,342,185,107,3,0.395,37,72,22511.33,Product feedback session — they'd like improvements to API access but overall satisfied.,22511.33
ACC-0848,Wave Pixel Corp,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,APAC,463,46,78,3,0.237,66,172,22586.31,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,22586.31
ACC-0849,Vertex Study Inc,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,Mid-Market,NA,1081,240,41,0,0.714,121,154,50559.08,Executive sponsor COO is championing a company-wide expansion. Budget already approved for 67 new seats.,71963.27
ACC-0850,Rapid Craft Analytics,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Enterprise,NA,32303,95,138,6,0.602,882,1237,570588.2,"Support tickets are low. finance team uses it daily. Stable relationship, nothing urgent.",570588.2
ACC-0851,Vertex Stream AI,Operates a creative agency specializing in branded content and short-form video.,Media,SMB,NA,62,93,77,10,0.215,7,11,11600.98,Account is using the platform as expected. customer success adoption is moderate. No new asks.,11600.98
ACC-0852,Beta Edu Hub,Operates an online learning platform offering professional certification courses.,Education,SMB,LATAM,75,200,0,2,0.938,29,36,5518.88,Cross-sell opportunity: VP of Sales wants reporting tool for HR. Initial ask is 15 seats.,7030.9
ACC-0853,Quant Lens Analytics,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,NA,1171,256,80,2,0.423,68,98,55572.4,"Account is in maintenance mode. CMO sees us as a reliable tool, not a strategic priority.",55572.4
ACC-0854,Nova Care Analytics,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Mid-Market,EMEA,1845,149,86,0,0.486,46,58,65203.96,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,65203.96
ACC-0855,Orbit Fin Systems,Offers digital banking infrastructure for community banks and credit unions.,Finance,SMB,EMEA,18,152,53,5,0.53,5,11,11175.49,Check-in was positive but brief. customer success team has embedded the tool in their workflow.,11175.49
ACC-0856,Rune Edu Labs,Develops AI-powered tutoring assistants for STEM subjects.,Education,Enterprise,APAC,33335,162,121,8,0.388,194,315,1022530.58,Product feedback session — they'd like improvements to dashboard module but overall satisfied.,1022530.58
ACC-0857,Crest Med Analytics,Specializes in medical billing automation and revenue cycle management.,Healthcare,Mid-Market,EMEA,479,100,11,6,0.31,59,76,56179.7,VP of Sales asked about enterprise pricing tiers. They're planning to double their usage in customer success.,63048.45
ACC-0858,Beta Net Works,Builds machine learning operations tooling for data science teams.,Technology,Mid-Market,EMEA,1044,173,67,3,0.398,66,98,92634.65,Check-in was positive but brief. operations team has embedded the tool in their workflow.,92634.65
ACC-0859,Onyx Mill HQ,Builds custom packaging machinery for food and beverage production lines.,Manufacturing,SMB,LATAM,192,261,124,8,0.093,10,27,16732.98,Competitor Salesforce ran a demo for their customer success team last week. Decision expected before renewal.,3039.52
ACC-0860,Nova Scholar Labs,Develops adaptive learning software for K-12 school districts.,Education,Enterprise,NA,41358,122,97,4,0.72,259,528,768957.31,Expansion conversation initiated by Head of Operations. They want API access access for the entire finance org.,1094504.03
ACC-0861,Nova Cast Inc,Specializes in music licensing and rights management for digital platforms.,Media,SMB,APAC,28,216,105,9,0.655,5,8,9573.46,Account mentioned considering analytics suite upgrades but not until next fiscal year.,9573.46
ACC-0862,Velo View Global,Operates a creative agency specializing in branded content and short-form video.,Media,Mid-Market,NA,1686,216,25,2,0.0,94,140,87053.36,New use case identified in operations. COO requesting scoping call for 93 additional licenses.,109411.51
ACC-0863,Bolt Cloud Systems,Operates a cloud-native observability platform for distributed systems.,Technology,SMB,EMEA,104,235,33,4,0.719,17,30,13521.31,New use case identified in finance. VP of Sales requesting scoping call for 16 additional licenses.,18056.64
ACC-0864,Core Edu Works,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,Enterprise,LATAM,3069,204,41,2,0.556,314,436,170691.47,Head of Operations mentioned board-level visibility for our product. Planning expansion into customer success.,210366.52
ACC-0865,Ionic Campus Ventures,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,Mid-Market,APAC,501,252,141,8,0.054,63,162,33363.06,Renewal conversation went smoothly. Director of Engineering confirmed they plan to continue at the current level.,33363.06
ACC-0866,Forge Frame Corp,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Mid-Market,APAC,1108,202,32,2,0.505,26,36,95004.99,Client running an internal case study on our impact. CMO plans to use it to expand to sales.,120070.16
ACC-0867,Onyx Tutor Partners,Provides student information systems and enrollment management for universities.,Education,Mid-Market,NA,1336,265,94,3,,74,193,69300.58,Team morale issue: sales users find the tool frustrating. Internal NPS is reportedly very low.,0.0
ACC-0868,Rune Edu Studio,Builds virtual classroom tools with real-time collaboration features.,Education,Enterprise,EMEA,13450,202,61,1,0.469,627,819,1683155.13,Head of Operations asked about enterprise pricing tiers. They're planning to double their usage in finance.,2350764.18
ACC-0869,Crest Brand Solutions,Runs a subscription box service for curated health and wellness products.,Retail,Enterprise,NA,10834,231,116,6,0.048,162,488,915845.42,"Support tickets are low. operations team uses it daily. Stable relationship, nothing urgent.",915845.42
ACC-0870,Kova Cyber Co,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Mid-Market,EMEA,764,244,71,0,0.451,66,84,93016.0,,112745.97
ACC-0871,Spark Deal HQ,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Enterprise,EMEA,29857,267,92,6,0.0,813,1847,1336683.26,Account is using the platform as expected. engineering adoption is moderate. No new asks.,1336683.26
ACC-0872,Velo Care Labs,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,SMB,NA,166,173,4,0,0.0,7,9,10679.47,Cross-sell opportunity: VP of Sales wants API access for customer success. Initial ask is 7 seats.,13036.35
ACC-0873,Jade Pixel Platform,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,Mid-Market,NA,1484,201,8,5,0.511,43,64,90793.25,CTO asked about enterprise pricing tiers. They're planning to double their usage in HR.,112735.76
ACC-0874,Helix Code HQ,Builds machine learning operations tooling for data science teams.,Technology,SMB,NA,95,263,9,0,,9,11,2977.58,Upsell discussion went very well. CTO has internal buy-in and wants to fast-track 8 new seats.,3790.01
ACC-0875,Helix Build Global,Manufactures steel structural components for commercial construction projects.,Manufacturing,SMB,NA,95,121,46,4,0.809,31,36,10159.15,COO mentioned board-level visibility for our product. Planning expansion into operations.,13516.4
ACC-0876,Crest Shop Global,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,NA,19758,58,56,13,0.012,717,1692,241796.3,Competitor ZoomInfo ran a demo for their operations team last week. Decision expected before renewal.,0.0
ACC-0877,Kova Store Global,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,SMB,LATAM,39,243,18,1,0.426,22,41,2672.03,No escalations this quarter. VP of Sales mentioned the team is comfortable with current functionality.,2672.03
ACC-0878,Nexus Scholar Labs,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,EMEA,42,182,50,3,,3,6,10303.68,Mid-quarter sync. Director of Engineering is happy with support response times. No changes planned.,10303.68
ACC-0879,Quant Shelf Hub,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,SMB,NA,22,133,18,5,0.347,9,14,12686.94,CTO asked about enterprise pricing tiers. They're planning to double their usage in engineering.,17384.61
ACC-0880,Helix Mill Ventures,Builds custom packaging machinery for food and beverage production lines.,Manufacturing,Mid-Market,APAC,1674,202,36,4,0.327,12,24,22831.16,Solid account. engineering uses it consistently. CFO may revisit expansion in Q3.,22831.16
ACC-0881,Wave Cyber Ventures,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,APAC,909,37,101,0,0.506,72,150,36813.21,Mid-quarter sync. Head of Operations is happy with support response times. No changes planned.,36813.21
ACC-0882,Onyx Study Partners,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,Enterprise,NA,33547,145,112,5,,608,1347,1524852.11,Renewal conversation went smoothly. Director of Engineering confirmed they plan to continue at the current level.,1524852.11
ACC-0883,Vivid Brand Corp,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Mid-Market,NA,960,93,43,5,0.68,25,30,81580.32,Head of Operations asked about enterprise pricing tiers. They're planning to double their usage in customer success.,103563.96
ACC-0884,Velo Pharma Dynamics,Develops electronic health record systems for regional hospital networks.,Healthcare,SMB,NA,142,99,131,8,0.0,3,17,9011.83,Champion Head of Operations has left the company. New leadership is reviewing all vendor contracts including ours.,0.0
ACC-0885,Mira Campus HQ,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,NA,97,263,58,7,0.294,4,8,17095.34,Solid account. sales uses it consistently. CMO may revisit expansion in Q3.,17095.34
ACC-0886,Nexus Academy Analytics,Builds virtual classroom tools with real-time collaboration features.,Education,Enterprise,APAC,11356,162,96,5,0.013,497,1165,1058864.03,Renewal conversation went smoothly. CTO confirmed they plan to continue at the current level.,1058864.03
ACC-0887,Sage Net Global,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,SMB,LATAM,50,63,93,2,0.316,33,48,8021.1,"Account is in maintenance mode. COO sees us as a reliable tool, not a strategic priority.",8021.1
ACC-0888,Ionic Health Ventures,Operates a network of outpatient clinics focused on preventive care.,Healthcare,Mid-Market,NA,868,117,140,1,0.067,62,180,77575.03,,77575.03
ACC-0889,Apex Stack Studio,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,APAC,2450,88,58,8,0.01,17,135,62101.87,Routine QBR completed. Account is satisfied with current usage across sales. No expansion planned.,62101.87
ACC-0890,Alpha Vita Dynamics,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,Enterprise,NA,47514,249,86,3,0.326,810,1982,350185.83,Account mentioned considering analytics suite upgrades but not until next fiscal year.,350185.83
ACC-0891,Helix Code Global,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,EMEA,31,100,1,1,0.695,24,40,16480.9,Cross-sell opportunity: Head of Operations wants reporting tool for engineering. Initial ask is 16 seats.,19054.03
ACC-0892,Luma Works Corp,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,APAC,187,115,73,3,0.0,22,33,7019.5,"Account is in maintenance mode. Director of Engineering sees us as a reliable tool, not a strategic priority.",7019.5
ACC-0893,Beta Cart Global,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,NA,22857,110,69,2,0.565,1090,1933,488402.06,,488402.06
ACC-0894,Nexus Reel IO,Operates a creative agency specializing in branded content and short-form video.,Media,Enterprise,NA,46943,72,65,12,0.549,563,1049,1090825.51,Check-in was positive but brief. operations team has embedded the tool in their workflow.,1090825.51
ACC-0895,Rune Academy HQ,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,SMB,EMEA,124,218,0,2,0.237,10,12,15005.52,Expansion conversation initiated by CMO. They want analytics suite access for the entire HR org.,19636.26
ACC-0896,Forge Forge Inc,Specializes in injection-molded plastic components for the automotive sector.,Manufacturing,Enterprise,LATAM,42434,168,63,5,0.557,176,268,1416885.78,Account is using the platform as expected. engineering adoption is moderate. No new asks.,1416885.78
ACC-0897,Spark Shelf Labs,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,Mid-Market,NA,1004,135,37,1,0.516,99,172,47951.71,Upsell discussion went very well. COO has internal buy-in and wants to fast-track 73 new seats.,69569.43
ACC-0898,Unity Net Dynamics,Builds machine learning operations tooling for data science teams.,Technology,SMB,NA,16,125,69,4,0.483,22,36,4821.93,Brief call with Head of Operations. Budget is flat for next year. Happy but no plans to expand seats.,4821.93
ACC-0899,Unity Tech Systems,Operates a cloud-native observability platform for distributed systems.,Technology,Mid-Market,NA,783,190,42,3,1.0,134,172,96162.54,Executive sponsor CTO is championing a company-wide expansion. Budget already approved for 72 new seats.,123490.01
ACC-0900,Terra Mill Systems,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Mid-Market,EMEA,1796,53,100,11,0.289,16,47,75348.76,Client mentioned they're moving to an in-house solution built by their engineering team.,6701.96
ACC-0901,Quant Cloud Hub,Provides edge computing infrastructure for IoT device management.,Technology,Mid-Market,EMEA,218,254,12,0,0.598,95,111,62519.95,Account achieved measurable ROI — CMO is using this to justify expansion to engineering leadership.,87200.56
ACC-0902,Crest Digital Corp,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,Enterprise,APAC,18809,166,5,1,0.749,828,1442,1028606.95,Upsell discussion went very well. CTO has internal buy-in and wants to fast-track 391 new seats.,1422764.57
ACC-0903,Crest Health Corp,Offers population health analytics for insurance providers and health systems.,Healthcare,SMB,APAC,131,84,80,0,0.0,25,32,6156.22,Budget cuts discussed. The VP of Sales indicated our tool is on the list of potential cost reductions.,0.0
ACC-0904,Flux Lens Analytics,Produces original podcast content and operates an advertising network.,Media,Mid-Market,LATAM,630,159,104,7,0.015,48,88,89219.23,Check-in was positive but brief. engineering team has embedded the tool in their workflow.,89219.23
ACC-0905,Vivid Market IO,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,Enterprise,APAC,15347,235,86,5,0.291,122,308,1235393.0,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,1235393.0
ACC-0906,Rune Forge Group,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,874,71,115,4,0.195,18,53,87723.17,Account mentioned considering automation engine upgrades but not until next fiscal year.,87723.17
ACC-0907,Sync Credit Labs,Operates a cross-border payment processing network for e-commerce merchants.,Finance,SMB,EMEA,152,156,108,7,0.06,7,31,9254.88,Quick check-in — everything running smoothly. Head of Operations is focused on other priorities this quarter.,9254.88
ACC-0908,Delta Thera Ventures,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Enterprise,NA,5284,174,68,5,0.074,216,574,930004.93,"Account is in maintenance mode. COO sees us as a reliable tool, not a strategic priority.",930004.93
ACC-0909,Titan Trust Systems,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,SMB,NA,25,225,96,7,0.541,26,48,11165.77,Annual review meeting. The account values API access but isn't looking to grow usage right now.,11165.77
ACC-0910,Flux Stack Labs,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,SMB,LATAM,98,166,52,2,0.665,11,26,15432.93,Routine QBR completed. Account is satisfied with current usage across customer success. No expansion planned.,15432.93
ACC-0911,Nova Skill HQ,Operates an online learning platform offering professional certification courses.,Education,SMB,APAC,174,207,104,1,0.337,13,22,9693.63,Product feedback session — they'd like improvements to automation engine but overall satisfied.,9693.63
ACC-0912,Rapid Pulse Global,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,LATAM,116,216,118,6,0.01,11,20,4716.56,,4716.56
ACC-0913,Ultra Equity Dynamics,Operates a cross-border payment processing network for e-commerce merchants.,Finance,SMB,EMEA,120,244,54,1,0.241,20,37,17714.56,"Support tickets are low. marketing team uses it daily. Stable relationship, nothing urgent.",17714.56
ACC-0914,Terra Play Corp,Develops video streaming infrastructure and content delivery solutions.,Media,SMB,EMEA,199,117,40,6,0.557,29,45,17854.45,Cross-sell opportunity: Head of Operations wants API access for marketing. Initial ask is 13 seats.,24507.22
ACC-0915,Wynd Forge Systems,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Enterprise,EMEA,18017,199,130,4,0.176,468,958,639725.77,Account is using the platform as expected. finance adoption is moderate. No new asks.,639725.77
ACC-0916,Delta Deal Solutions,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,SMB,NA,176,89,78,2,0.347,17,33,19184.69,"Support tickets are low. customer success team uses it daily. Stable relationship, nothing urgent.",19184.69
ACC-0917,Rune Shelf Hub,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,Mid-Market,NA,955,233,86,9,0.157,43,150,59587.88,Client mentioned they're moving to an in-house solution built by their sales team.,0.0
ACC-0918,Titan Scholar Global,Operates an online learning platform offering professional certification courses.,Education,Mid-Market,EMEA,1531,259,95,4,0.257,58,143,81803.03,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,81803.03
ACC-0919,Peak Gene Analytics,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,NA,128,100,51,5,0.194,28,46,15737.88,Champion Head of Operations has left the company. New leadership is reviewing all vendor contracts including ours.,0.0
ACC-0920,Wave Craft Dynamics,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,LATAM,84,165,81,9,0.196,12,24,6924.92,Annual review meeting. The account values dashboard module but isn't looking to grow usage right now.,6924.92
ACC-0921,Alpha Press Hub,Produces original podcast content and operates an advertising network.,Media,SMB,NA,177,228,86,2,0.078,11,27,7907.2,Mid-quarter sync. CMO is happy with support response times. No changes planned.,7907.2
ACC-0922,Vertex Mill Dynamics,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,957,36,87,1,0.417,131,189,60637.27,Director of Engineering asked about enterprise pricing tiers. They're planning to double their usage in operations.,67242.08
ACC-0923,Orbit Shop HQ,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,Mid-Market,APAC,1703,199,51,2,0.657,59,104,47855.7,COO mentioned board-level visibility for our product. Planning expansion into operations.,66847.18
ACC-0924,Sage Med Global,Offers population health analytics for insurance providers and health systems.,Healthcare,Mid-Market,NA,445,227,30,2,0.36,102,135,61604.1,Upsell discussion went very well. COO has internal buy-in and wants to fast-track 19 new seats.,80077.55
ACC-0925,Bolt Pharma Labs,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,Mid-Market,LATAM,977,239,35,0,0.0,33,43,89536.62,New use case identified in marketing. COO requesting scoping call for 73 additional licenses.,117263.83
ACC-0926,Lynx Press Networks,Develops video streaming infrastructure and content delivery solutions.,Media,Mid-Market,APAC,1823,77,62,4,0.425,84,84,54606.27,Director of Engineering mentioned board-level visibility for our product. Planning expansion into finance.,61178.08
ACC-0927,Kova Brand Global,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,NA,13263,212,,2,0.638,359,490,1151456.59,Account achieved measurable ROI — Head of Operations is using this to justify expansion to customer success leadership.,1353367.33
ACC-0928,Sync Ledger Global,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,Enterprise,APAC,7856,219,41,4,0.0,901,1433,1774214.11,Renewal conversation went smoothly. CMO confirmed they plan to continue at the current level.,1774214.11
ACC-0929,Ionic Fin Platform,Specializes in wealth management software for independent financial advisors.,Finance,SMB,EMEA,62,30,79,1,0.348,6,7,19519.97,Account is using the platform as expected. finance adoption is moderate. No new asks.,19519.97
ACC-0930,Vivid Alloy Global,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Mid-Market,APAC,779,199,88,8,0.222,70,146,42743.89,"Account is in maintenance mode. VP of Sales sees us as a reliable tool, not a strategic priority.",42743.89
ACC-0931,Beta Goods Platform,Offers personalized product recommendation engines for online fashion retailers.,Retail,SMB,APAC,132,180,59,1,0.367,9,14,7329.58,Check-in was positive but brief. HR team has embedded the tool in their workflow.,7329.58
ACC-0932,Flux Craft Systems,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,APAC,137,263,27,4,0.422,24,44,7245.02,"Check-in with Head of Operations. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",7245.02
ACC-0933,Vivid Gene Studio,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,Enterprise,EMEA,41405,40,140,15,0.01,449,979,1440902.3,Client expressed frustration with onboarding delays. Mentioned evaluating Salesforce as a potential replacement.,185706.49
ACC-0934,Nexus Steel Partners,Manufactures steel structural components for commercial construction projects.,Manufacturing,Enterprise,NA,8604,262,84,13,0.326,509,1756,1351285.21,"Support tickets are low. sales team uses it daily. Stable relationship, nothing urgent.",1351285.21
ACC-0935,Spark Market Co,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,APAC,977,167,121,14,0.01,61,155,33866.14,The Director of Engineering mentioned the board is pushing for a 20% software spend reduction across all departments.,0.0
ACC-0936,Titan Story Hub,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,LATAM,45,96,96,2,0.309,18,44,6962.95,Routine QBR completed. Account is satisfied with current usage across HR. No expansion planned.,6962.95
ACC-0937,Beta Vita Analytics,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Mid-Market,EMEA,457,123,31,6,0.45,27,43,98099.54,Account mentioned considering Slack integration upgrades but not until next fiscal year.,98099.54
ACC-0938,Mira Pharma Works,Provides telemedicine platforms connecting patients with specialists remotely.,Healthcare,Mid-Market,APAC,908,214,24,3,0.672,31,56,30932.16,Client running an internal case study on our impact. COO plans to use it to expand to operations.,36366.37
